,Response_ID,Respondent_ID,Consume_frequency,Consume_time,Consume_reason,Heard_before,Brand_perception,General_perception,Tried_before,Taste_experience,Reasons_preventing_trying,Current_brands,Reasons_for_choosing_brands,Improvements_desired,Ingredients_expected,Health_concerns,Interest_in_natural_or_organic,Marketing_channels,Packaging_preference,Limited_edition_packaging,Price_range,Purchase_location,Typical_consumption_situations
7756,110757,127787,2-3 times a month,To stay awake during work/study,Increased energy and focus,Yes,Negative,Effective,Yes,3,Not available locally,Cola-Coka,Effectiveness,More natural ingredients,Vitamins,Yes,No,Online ads,Other,Yes,50-99,Gyms and fitness centers,Sports/exercise
7757,110758,127788,Once a week,For mental alertness,To boost performance,Yes,Neutral,Healthy,Yes,4,Health concerns,Bepsi,Brand reputation,Other,Caffeine,Yes,No,Online ads,Innovative bottle design,Yes,50-99,Local stores,Studying/working late
7758,110759,127789,2-3 times a week,To stay awake during work/study,To enhance sports performance,Yes,Negative,Effective,Yes,2,Not interested in energy drinks,Others,Other,Reduced sugar content,Vitamins,Yes,Yes,TV commercials,Collectible packaging,No,Above 150,Online retailers,Sports/exercise
7759,110760,127790,2-3 times a week,For mental alertness,To enhance sports performance,No,Neutral,Dangerous,Yes,1,Unfamiliar with the brand,Cola-Coka,Availability,Wider range of flavors,Sugar,No,Yes,Outdoor billboards,Eco-friendly design,Yes,100-150,Gyms and fitness centers,Sports/exercise
7760,110761,127791,2-3 times a week,Throughout the day,Other,No,Negative,Effective,No,4,Unfamiliar with the brand,Gangster,Other,Wider range of flavors,Caffeine,Yes,Yes,Online ads,Compact and portable cans,No,50-99,Supermarkets,Studying/working late
7761,110762,127792,Rarely,For mental alertness,To boost performance,Yes,Negative,Effective,No,3,Not interested in energy drinks,Sky 9,Other,Healthier alternatives,Caffeine,Yes,Yes,Other,Collectible packaging,Yes,Above 150,Online retailers,Studying/working late
7762,110763,127793,2-3 times a week,To stay awake during work/study,To enhance sports performance,Yes,Negative,Effective,Yes,4,Other,Gangster,Taste/flavor preference,Healthier alternatives,Caffeine,Yes,No,Online ads,Compact and portable cans,Yes,Below 50,Supermarkets,Studying/working late
7763,110764,127794,2-3 times a week,To stay awake during work/study,Increased energy and focus,No,Neutral,Dangerous,No,4,Other,Gangster,Availability,Healthier alternatives,Vitamins,Yes,Yes,Outdoor billboards,Compact and portable cans,No,100-150,Supermarkets,Studying/working late
7764,110765,127795,Daily,To stay awake during work/study,Increased energy and focus,Yes,Neutral,Effective,Yes,3,Not available locally,Gangster,Other,Reduced sugar content,Guarana,Yes,No,Online ads,Compact and portable cans,No,50-99,Gyms and fitness centers,Driving/commuting
7765,110766,127796,2-3 times a week,For mental alertness,Increased energy and focus,No,Neutral,Dangerous,Yes,3,Health concerns,Others,Taste/flavor preference,Other,Vitamins,No,No,Other,Other,No,100-150,Supermarkets,Studying/working late
7766,110767,127797,2-3 times a month,For mental alertness,To enhance sports performance,No,Neutral,Effective,Yes,2,Not interested in energy drinks,Gangster,Brand reputation,Reduced sugar content,Caffeine,Yes,Yes,TV commercials,Eco-friendly design,Yes,100-150,Gyms and fitness centers,Sports/exercise
7767,110768,127798,Rarely,To stay awake during work/study,Increased energy and focus,Yes,Neutral,Not sure,Yes,1,Other,Cola-Coka,Brand reputation,Wider range of flavors,Vitamins,No,No,TV commercials,Compact and portable cans,No,Above 150,Local stores,Social outings/parties
7768,110769,127799,Rarely,To stay awake during work/study,To enhance sports performance,Yes,Positive,Dangerous,Yes,3,Unfamiliar with the brand,Blue Bull,Other,Reduced sugar content,Sugar,Yes,No,Outdoor billboards,Innovative bottle design,Yes,100-150,Online retailers,Studying/working late
7769,110770,127800,Daily,Before exercise,To combat fatigue,No,Positive,Dangerous,No,2,Not interested in energy drinks,Cola-Coka,Availability,Reduced sugar content,Vitamins,No,No,Online ads,Compact and portable cans,No,100-150,Online retailers,Studying/working late
7770,110771,127801,2-3 times a week,For mental alertness,To boost performance,No,Positive,Dangerous,No,1,Unfamiliar with the brand,Blue Bull,Taste/flavor preference,Reduced sugar content,Vitamins,Yes,Yes,TV commercials,Compact and portable cans,No,50-99,Online retailers,Sports/exercise
7771,110772,127802,Once a week,To stay awake during work/study,Other,No,Neutral,Healthy,Yes,3,Not interested in energy drinks,CodeX,Effectiveness,Reduced sugar content,Vitamins,No,No,Online ads,Eco-friendly design,No,100-150,Online retailers,Sports/exercise
7772,110773,127803,Rarely,For mental alertness,To enhance sports performance,No,Neutral,Effective,No,4,Not available locally,Cola-Coka,Taste/flavor preference,More natural ingredients,Caffeine,Yes,No,Outdoor billboards,Compact and portable cans,No,50-99,Online retailers,Sports/exercise
7773,110774,127804,2-3 times a week,For mental alertness,To boost performance,No,Positive,Healthy,No,1,Not interested in energy drinks,Cola-Coka,Effectiveness,Reduced sugar content,Caffeine,No,Yes,Online ads,Collectible packaging,Yes,50-99,Online retailers,Sports/exercise
7774,110775,127805,2-3 times a week,To stay awake during work/study,To combat fatigue,Yes,Neutral,Effective,No,2,Not available locally,Blue Bull,Other,More natural ingredients,Caffeine,No,Not Sure,Online ads,Compact and portable cans,No,100-150,Supermarkets,Sports/exercise
7775,110776,127806,Once a week,Before exercise,Other,No,Neutral,Effective,No,5,Unfamiliar with the brand,Cola-Coka,Availability,More natural ingredients,Vitamins,No,Not Sure,Other,Innovative bottle design,No,Above 150,Supermarkets,Studying/working late
7776,110777,127807,Once a week,To stay awake during work/study,To boost performance,Yes,Negative,Not sure,No,3,Not available locally,Bepsi,Availability,Reduced sugar content,Vitamins,Yes,No,Other,Compact and portable cans,Not Sure,100-150,Gyms and fitness centers,Social outings/parties
7777,110778,127808,Daily,Before exercise,Other,Yes,Neutral,Dangerous,Yes,1,Not interested in energy drinks,CodeX,Brand reputation,Reduced sugar content,Vitamins,No,Yes,Online ads,Compact and portable cans,Yes,50-99,Gyms and fitness centers,Social outings/parties
7778,110779,127809,2-3 times a month,Before exercise,Increased energy and focus,No,Neutral,Effective,No,4,Not available locally,Gangster,Brand reputation,Wider range of flavors,Caffeine,No,Yes,TV commercials,Compact and portable cans,Yes,50-99,Local stores,Social outings/parties
7779,110780,127810,Rarely,For mental alertness,To combat fatigue,No,Neutral,Effective,No,5,Unfamiliar with the brand,Cola-Coka,Taste/flavor preference,Wider range of flavors,Guarana,Yes,Not Sure,Online ads,Innovative bottle design,Yes,100-150,Gyms and fitness centers,Social outings/parties
7780,110781,127811,2-3 times a week,To stay awake during work/study,To combat fatigue,No,Neutral,Healthy,No,4,Not interested in energy drinks,CodeX,Taste/flavor preference,Reduced sugar content,Sugar,Yes,Not Sure,Online ads,Compact and portable cans,Yes,Above 150,Online retailers,Sports/exercise
7781,110782,127812,Rarely,To stay awake during work/study,Increased energy and focus,Yes,Neutral,Healthy,No,3,Not available locally,Bepsi,Availability,Reduced sugar content,Sugar,No,Yes,Online ads,Innovative bottle design,Yes,100-150,Online retailers,Social outings/parties
7782,110783,127813,2-3 times a week,For mental alertness,To combat fatigue,Yes,Positive,Not sure,No,4,Not available locally,Gangster,Effectiveness,Healthier alternatives,Vitamins,No,Not Sure,Online ads,Innovative bottle design,Not Sure,50-99,Local stores,Studying/working late
7783,110784,127814,2-3 times a month,To stay awake during work/study,To combat fatigue,Yes,Neutral,Healthy,No,2,Not available locally,Bepsi,Effectiveness,Wider range of flavors,Caffeine,Yes,No,Online ads,Compact and portable cans,Yes,100-150,Online retailers,Sports/exercise
7784,110785,127815,Once a week,Before exercise,Other,Yes,Positive,Effective,No,1,Not available locally,Bepsi,Taste/flavor preference,Reduced sugar content,Caffeine,Yes,Not Sure,Online ads,Innovative bottle design,No,50-99,Supermarkets,Social outings/parties
7785,110786,127816,Once a week,Throughout the day,To boost performance,Yes,Neutral,Healthy,Yes,4,Not available locally,Gangster,Taste/flavor preference,More natural ingredients,Caffeine,Yes,No,TV commercials,Collectible packaging,No,50-99,Online retailers,Sports/exercise
7786,110787,127817,2-3 times a month,Before exercise,Other,No,Neutral,Not sure,No,3,Unfamiliar with the brand,Cola-Coka,Brand reputation,Reduced sugar content,Guarana,Yes,Yes,TV commercials,Compact and portable cans,Not Sure,Above 150,Supermarkets,Social outings/parties
7787,110788,127818,2-3 times a week,For mental alertness,Increased energy and focus,Yes,Neutral,Not sure,Yes,4,Not available locally,Cola-Coka,Brand reputation,Reduced sugar content,Guarana,No,No,TV commercials,Innovative bottle design,Yes,50-99,Supermarkets,Sports/exercise
7788,110789,127819,Rarely,Before exercise,To enhance sports performance,Yes,Neutral,Effective,Yes,5,Not available locally,Bepsi,Brand reputation,Healthier alternatives,Sugar,Yes,No,Other,Collectible packaging,No,50-99,Supermarkets,Studying/working late
7789,110790,127820,Once a week,Throughout the day,To enhance sports performance,No,Negative,Not sure,No,5,Unfamiliar with the brand,Bepsi,Effectiveness,Reduced sugar content,Caffeine,Yes,Yes,TV commercials,Compact and portable cans,No,50-99,Local stores,Studying/working late
7790,110791,127821,2-3 times a week,Before exercise,Increased energy and focus,No,Positive,Effective,Yes,1,Not available locally,Gangster,Taste/flavor preference,Other,Vitamins,Yes,Yes,Online ads,Compact and portable cans,Not Sure,100-150,Online retailers,Sports/exercise
7791,110792,127822,Once a week,To stay awake during work/study,To enhance sports performance,Yes,Positive,Healthy,Yes,3,Other,CodeX,Effectiveness,Reduced sugar content,Caffeine,Yes,Yes,Other,Innovative bottle design,No,Above 150,Supermarkets,Studying/working late
7792,110793,127823,2-3 times a week,Before exercise,To boost performance,Yes,Neutral,Effective,No,2,Unfamiliar with the brand,Bepsi,Availability,Reduced sugar content,Vitamins,No,No,TV commercials,Eco-friendly design,No,50-99,Online retailers,Social outings/parties
7793,110794,127824,Daily,Throughout the day,Increased energy and focus,No,Neutral,Dangerous,No,3,Not interested in energy drinks,Gangster,Brand reputation,More natural ingredients,Caffeine,No,Not Sure,Print media,Innovative bottle design,No,100-150,Online retailers,Studying/working late
7794,110795,127825,2-3 times a month,Before exercise,Increased energy and focus,No,Neutral,Effective,Yes,5,Health concerns,Cola-Coka,Brand reputation,Wider range of flavors,Sugar,Yes,No,Online ads,Innovative bottle design,Not Sure,50-99,Online retailers,Studying/working late
7795,110796,127826,2-3 times a week,Before exercise,To combat fatigue,No,Negative,Effective,No,3,Not interested in energy drinks,Bepsi,Brand reputation,Wider range of flavors,Caffeine,Yes,Not Sure,TV commercials,Eco-friendly design,No,50-99,Online retailers,Sports/exercise
7796,110797,127827,2-3 times a week,Throughout the day,Increased energy and focus,No,Neutral,Effective,No,5,Health concerns,Cola-Coka,Effectiveness,Reduced sugar content,Sugar,No,Yes,TV commercials,Compact and portable cans,No,50-99,Gyms and fitness centers,Studying/working late
7797,110798,127828,Daily,For mental alertness,To enhance sports performance,No,Negative,Not sure,Yes,3,Not available locally,Gangster,Availability,Wider range of flavors,Guarana,Yes,Yes,TV commercials,Compact and portable cans,Yes,100-150,Local stores,Social outings/parties
7798,110799,127829,2-3 times a week,Before exercise,Increased energy and focus,No,Neutral,Healthy,No,5,Health concerns,Cola-Coka,Brand reputation,More natural ingredients,Vitamins,Yes,No,Outdoor billboards,Compact and portable cans,Yes,50-99,Gyms and fitness centers,Studying/working late
7799,110800,127830,2-3 times a week,Throughout the day,Increased energy and focus,No,Positive,Dangerous,No,5,Other,Sky 9,Effectiveness,Wider range of flavors,Guarana,No,No,Online ads,Collectible packaging,Yes,100-150,Online retailers,Studying/working late
7800,110801,127831,2-3 times a week,Before exercise,To boost performance,No,Neutral,Effective,Yes,3,Health concerns,Cola-Coka,Availability,Reduced sugar content,Guarana,Yes,Not Sure,Outdoor billboards,Innovative bottle design,Yes,100-150,Gyms and fitness centers,Studying/working late
7801,110802,127832,Once a week,To stay awake during work/study,To enhance sports performance,No,Negative,Healthy,No,5,Not interested in energy drinks,Bepsi,Effectiveness,Reduced sugar content,Sugar,No,Yes,Outdoor billboards,Compact and portable cans,No,100-150,Supermarkets,Studying/working late
7802,110803,127833,Daily,To stay awake during work/study,To combat fatigue,No,Negative,Dangerous,Yes,4,Health concerns,Cola-Coka,Availability,Healthier alternatives,Sugar,Yes,Yes,Online ads,Collectible packaging,No,50-99,Supermarkets,Studying/working late
7803,110804,127834,Once a week,Before exercise,Increased energy and focus,Yes,Negative,Effective,Yes,5,Health concerns,Cola-Coka,Availability,Healthier alternatives,Caffeine,No,Yes,TV commercials,Compact and portable cans,Yes,Above 150,Online retailers,Studying/working late
7804,110805,127835,2-3 times a week,To stay awake during work/study,Increased energy and focus,Yes,Positive,Not sure,No,4,Health concerns,Cola-Coka,Taste/flavor preference,More natural ingredients,Vitamins,No,No,Online ads,Innovative bottle design,Yes,Above 150,Other,Studying/working late
7805,110806,127836,Rarely,Before exercise,To boost performance,Yes,Negative,Not sure,Yes,1,Not available locally,CodeX,Brand reputation,Reduced sugar content,Caffeine,Yes,No,Online ads,Innovative bottle design,No,Above 150,Other,Sports/exercise
7806,110807,127837,2-3 times a month,To stay awake during work/study,Increased energy and focus,Yes,Neutral,Effective,No,2,Not interested in energy drinks,CodeX,Brand reputation,Wider range of flavors,Vitamins,Yes,No,TV commercials,Compact and portable cans,No,Above 150,Supermarkets,Studying/working late
7807,110808,127838,2-3 times a week,To stay awake during work/study,Increased energy and focus,No,Neutral,Dangerous,Yes,4,Unfamiliar with the brand,Cola-Coka,Other,Wider range of flavors,Sugar,Yes,Yes,Online ads,Innovative bottle design,Not Sure,50-99,Supermarkets,Sports/exercise
7808,110809,127839,2-3 times a week,Before exercise,Increased energy and focus,No,Positive,Effective,No,3,Not available locally,Blue Bull,Brand reputation,Reduced sugar content,Sugar,No,No,TV commercials,Innovative bottle design,No,Above 150,Gyms and fitness centers,Sports/exercise
7809,110810,127840,Daily,For mental alertness,To enhance sports performance,No,Positive,Effective,No,5,Not interested in energy drinks,Bepsi,Effectiveness,More natural ingredients,Caffeine,Yes,Yes,Outdoor billboards,Innovative bottle design,Yes,100-150,Supermarkets,Sports/exercise
7810,110811,127841,Rarely,Before exercise,Increased energy and focus,Yes,Negative,Dangerous,Yes,2,Not available locally,Gangster,Brand reputation,More natural ingredients,Sugar,No,Not Sure,TV commercials,Compact and portable cans,Yes,100-150,Local stores,Studying/working late
7811,110812,127842,2-3 times a week,To stay awake during work/study,To enhance sports performance,No,Negative,Healthy,No,4,Not available locally,Sky 9,Effectiveness,Other,Vitamins,Yes,Not Sure,Online ads,Compact and portable cans,No,100-150,Other,Sports/exercise
7812,110813,127843,Rarely,For mental alertness,Increased energy and focus,No,Neutral,Dangerous,No,4,Unfamiliar with the brand,Cola-Coka,Effectiveness,Reduced sugar content,Sugar,No,Yes,TV commercials,Innovative bottle design,Yes,50-99,Online retailers,Studying/working late
7813,110814,127844,2-3 times a month,Before exercise,To boost performance,Yes,Neutral,Dangerous,No,4,Not interested in energy drinks,Cola-Coka,Effectiveness,Wider range of flavors,Sugar,Yes,No,TV commercials,Innovative bottle design,Not Sure,100-150,Online retailers,Sports/exercise
7814,110815,127845,Once a week,To stay awake during work/study,Increased energy and focus,No,Neutral,Not sure,Yes,2,Not interested in energy drinks,Bepsi,Effectiveness,Reduced sugar content,Vitamins,Yes,Yes,Other,Collectible packaging,Yes,100-150,Other,Sports/exercise
7815,110816,127846,2-3 times a week,For mental alertness,To boost performance,No,Negative,Dangerous,No,1,Unfamiliar with the brand,Cola-Coka,Taste/flavor preference,Healthier alternatives,Vitamins,Yes,Yes,Online ads,Collectible packaging,Yes,100-150,Local stores,Studying/working late
7816,110817,127847,Rarely,For mental alertness,Other,Yes,Neutral,Effective,No,4,Not interested in energy drinks,Bepsi,Other,Reduced sugar content,Vitamins,No,No,Other,Compact and portable cans,No,Below 50,Online retailers,Studying/working late
7817,110818,127848,2-3 times a month,Before exercise,To enhance sports performance,Yes,Neutral,Dangerous,No,3,Not available locally,Cola-Coka,Availability,Healthier alternatives,Vitamins,Yes,No,Outdoor billboards,Compact and portable cans,Yes,Above 150,Gyms and fitness centers,Sports/exercise
7818,110819,127849,Rarely,Before exercise,To boost performance,No,Neutral,Effective,Yes,4,Not interested in energy drinks,Gangster,Availability,More natural ingredients,Vitamins,Yes,Not Sure,Other,Innovative bottle design,Yes,100-150,Online retailers,Social outings/parties
7819,110820,127850,2-3 times a week,Before exercise,To boost performance,Yes,Negative,Dangerous,Yes,3,Not available locally,Bepsi,Effectiveness,More natural ingredients,Caffeine,Yes,Yes,Other,Innovative bottle design,Yes,100-150,Online retailers,Sports/exercise
7820,110821,127851,Rarely,For mental alertness,To combat fatigue,Yes,Neutral,Dangerous,No,5,Health concerns,Gangster,Effectiveness,Other,Guarana,Yes,Not Sure,Other,Compact and portable cans,Yes,Above 150,Local stores,Sports/exercise
7821,110822,127852,2-3 times a month,To stay awake during work/study,To enhance sports performance,No,Neutral,Healthy,No,3,Not interested in energy drinks,Cola-Coka,Other,Other,Sugar,No,Not Sure,Online ads,Compact and portable cans,No,50-99,Supermarkets,Sports/exercise
7822,110823,127853,2-3 times a month,Before exercise,To boost performance,No,Negative,Not sure,No,3,Not available locally,Gangster,Brand reputation,Healthier alternatives,Vitamins,Yes,No,Outdoor billboards,Innovative bottle design,Yes,100-150,Supermarkets,Other
7823,110824,127854,Once a week,To stay awake during work/study,To boost performance,Yes,Negative,Not sure,Yes,3,Not interested in energy drinks,Bepsi,Brand reputation,Healthier alternatives,Guarana,Yes,Yes,Online ads,Eco-friendly design,No,50-99,Supermarkets,Sports/exercise
7824,110825,127855,Rarely,Before exercise,Increased energy and focus,No,Neutral,Dangerous,Yes,4,Not available locally,Bepsi,Effectiveness,More natural ingredients,Caffeine,No,No,Online ads,Collectible packaging,No,50-99,Supermarkets,Studying/working late
7825,110826,127856,Once a week,For mental alertness,Increased energy and focus,Yes,Positive,Healthy,Yes,1,Unfamiliar with the brand,Bepsi,Availability,Wider range of flavors,Sugar,Yes,Yes,Online ads,Innovative bottle design,No,Below 50,Supermarkets,Sports/exercise
7826,110827,127857,Once a week,Before exercise,To enhance sports performance,Yes,Positive,Effective,Yes,3,Unfamiliar with the brand,CodeX,Other,Reduced sugar content,Caffeine,No,Yes,Other,Compact and portable cans,Yes,100-150,Gyms and fitness centers,Social outings/parties
7827,110828,127858,Once a week,Throughout the day,To combat fatigue,No,Positive,Not sure,No,4,Not available locally,Bepsi,Other,Wider range of flavors,Vitamins,No,Yes,TV commercials,Innovative bottle design,Yes,50-99,Gyms and fitness centers,Studying/working late
7828,110829,127859,Daily,To stay awake during work/study,To boost performance,Yes,Neutral,Effective,Yes,3,Health concerns,Cola-Coka,Availability,More natural ingredients,Vitamins,Yes,Yes,Online ads,Compact and portable cans,No,50-99,Online retailers,Sports/exercise
7829,110830,127860,Rarely,To stay awake during work/study,Increased energy and focus,No,Neutral,Dangerous,No,4,Unfamiliar with the brand,Gangster,Availability,More natural ingredients,Sugar,Yes,Yes,Other,Innovative bottle design,No,Above 150,Supermarkets,Sports/exercise
7830,110831,127861,2-3 times a week,Before exercise,Increased energy and focus,No,Positive,Healthy,No,3,Unfamiliar with the brand,Gangster,Effectiveness,Reduced sugar content,Vitamins,Yes,Yes,TV commercials,Innovative bottle design,Yes,50-99,Gyms and fitness centers,Studying/working late
7831,110832,127862,Rarely,For mental alertness,To enhance sports performance,No,Positive,Dangerous,No,4,Unfamiliar with the brand,Cola-Coka,Brand reputation,Reduced sugar content,Vitamins,No,Yes,TV commercials,Compact and portable cans,No,100-150,Supermarkets,Sports/exercise
7832,110833,127863,Rarely,Throughout the day,Increased energy and focus,Yes,Positive,Effective,No,4,Health concerns,Sky 9,Availability,Other,Caffeine,Yes,Yes,Online ads,Compact and portable cans,No,Below 50,Online retailers,Social outings/parties
7833,110834,127864,2-3 times a week,Before exercise,Increased energy and focus,Yes,Neutral,Effective,No,4,Not available locally,Cola-Coka,Availability,Healthier alternatives,Sugar,No,Yes,Online ads,Innovative bottle design,No,50-99,Online retailers,Sports/exercise
7834,110835,127865,2-3 times a week,For mental alertness,To boost performance,No,Positive,Healthy,Yes,4,Unfamiliar with the brand,Cola-Coka,Availability,More natural ingredients,Vitamins,No,Yes,TV commercials,Collectible packaging,Yes,Above 150,Online retailers,Sports/exercise
7835,110836,127866,Rarely,Before exercise,Increased energy and focus,No,Neutral,Effective,Yes,1,Health concerns,Cola-Coka,Availability,Other,Guarana,No,Yes,TV commercials,Compact and portable cans,Not Sure,Above 150,Gyms and fitness centers,Studying/working late
7836,110837,127867,Once a week,For mental alertness,Other,No,Positive,Not sure,Yes,4,Health concerns,Cola-Coka,Brand reputation,Reduced sugar content,Sugar,Yes,Not Sure,Online ads,Collectible packaging,No,50-99,Supermarkets,Studying/working late
7837,110838,127868,Rarely,To stay awake during work/study,To combat fatigue,Yes,Neutral,Not sure,Yes,5,Not interested in energy drinks,Blue Bull,Brand reputation,Healthier alternatives,Vitamins,No,Yes,Online ads,Compact and portable cans,Yes,Above 150,Gyms and fitness centers,Social outings/parties
7838,110839,127869,2-3 times a week,Throughout the day,Increased energy and focus,No,Neutral,Effective,No,4,Not interested in energy drinks,Cola-Coka,Effectiveness,Wider range of flavors,Vitamins,No,No,Online ads,Collectible packaging,Yes,50-99,Gyms and fitness centers,Sports/exercise
7839,110840,127870,2-3 times a month,To stay awake during work/study,To combat fatigue,No,Neutral,Effective,Yes,4,Not available locally,Sky 9,Availability,Other,Guarana,Yes,Yes,TV commercials,Compact and portable cans,Not Sure,Below 50,Supermarkets,Sports/exercise
7840,110841,127871,2-3 times a week,To stay awake during work/study,Increased energy and focus,Yes,Neutral,Healthy,No,4,Health concerns,Others,Brand reputation,Healthier alternatives,Sugar,Yes,Yes,Online ads,Innovative bottle design,Yes,Below 50,Supermarkets,Sports/exercise
7841,110842,127872,Rarely,Throughout the day,Increased energy and focus,No,Positive,Effective,Yes,3,Other,Sky 9,Brand reputation,Other,Vitamins,No,No,TV commercials,Compact and portable cans,Yes,100-150,Online retailers,Sports/exercise
7842,110843,127873,2-3 times a week,To stay awake during work/study,To enhance sports performance,Yes,Positive,Healthy,Yes,2,Unfamiliar with the brand,Blue Bull,Availability,Healthier alternatives,Caffeine,Yes,Yes,Online ads,Compact and portable cans,No,50-99,Local stores,Sports/exercise
7843,110844,127874,2-3 times a week,For mental alertness,Increased energy and focus,No,Neutral,Dangerous,No,1,Not interested in energy drinks,Gangster,Other,Healthier alternatives,Vitamins,No,Yes,TV commercials,Innovative bottle design,No,100-150,Supermarkets,Social outings/parties
7844,110845,127875,Rarely,Throughout the day,To boost performance,Yes,Neutral,Not sure,No,4,Health concerns,Bepsi,Taste/flavor preference,More natural ingredients,Caffeine,Yes,No,Online ads,Compact and portable cans,Yes,Above 150,Local stores,Studying/working late
7845,110846,127876,Rarely,For mental alertness,Increased energy and focus,No,Positive,Effective,Yes,4,Unfamiliar with the brand,Gangster,Brand reputation,Healthier alternatives,Caffeine,No,No,Online ads,Compact and portable cans,Not Sure,Above 150,Online retailers,Sports/exercise
7846,110847,127877,2-3 times a week,To stay awake during work/study,Increased energy and focus,No,Neutral,Dangerous,No,3,Unfamiliar with the brand,CodeX,Effectiveness,Reduced sugar content,Caffeine,No,Not Sure,Online ads,Eco-friendly design,Yes,50-99,Online retailers,Sports/exercise
7847,110848,127878,2-3 times a week,To stay awake during work/study,To combat fatigue,No,Neutral,Not sure,Yes,5,Not available locally,CodeX,Availability,Reduced sugar content,Vitamins,Yes,No,Online ads,Other,Yes,50-99,Supermarkets,Studying/working late
7848,110849,127879,2-3 times a week,Before exercise,Increased energy and focus,No,Neutral,Healthy,No,2,Not interested in energy drinks,Bepsi,Availability,Other,Caffeine,Yes,No,Outdoor billboards,Innovative bottle design,Yes,50-99,Online retailers,Sports/exercise
7849,110850,127880,Once a week,To stay awake during work/study,To boost performance,Yes,Positive,Effective,No,5,Not interested in energy drinks,Blue Bull,Taste/flavor preference,Healthier alternatives,Vitamins,No,Yes,Online ads,Other,Yes,Above 150,Supermarkets,Social outings/parties
7850,110851,127881,Rarely,Throughout the day,Increased energy and focus,Yes,Negative,Effective,No,3,Not interested in energy drinks,Cola-Coka,Taste/flavor preference,More natural ingredients,Caffeine,No,Yes,TV commercials,Innovative bottle design,No,100-150,Supermarkets,Sports/exercise
7851,110852,127882,2-3 times a week,Throughout the day,Increased energy and focus,Yes,Neutral,Healthy,No,4,Unfamiliar with the brand,CodeX,Other,Wider range of flavors,Caffeine,Yes,No,Print media,Compact and portable cans,Not Sure,100-150,Supermarkets,Sports/exercise
7852,110853,127883,2-3 times a month,To stay awake during work/study,Increased energy and focus,Yes,Neutral,Not sure,Yes,1,Not available locally,Cola-Coka,Other,More natural ingredients,Caffeine,Yes,No,Online ads,Compact and portable cans,No,50-99,Online retailers,Studying/working late
7853,110854,127884,2-3 times a month,To stay awake during work/study,To enhance sports performance,No,Negative,Healthy,No,3,Not interested in energy drinks,Cola-Coka,Availability,More natural ingredients,Vitamins,Yes,Yes,Online ads,Innovative bottle design,Yes,50-99,Supermarkets,Sports/exercise
7854,110855,127885,2-3 times a week,Before exercise,To enhance sports performance,Yes,Neutral,Effective,Yes,1,Other,Bepsi,Availability,Reduced sugar content,Sugar,No,No,Online ads,Compact and portable cans,No,100-150,Supermarkets,Studying/working late
7855,110856,127886,2-3 times a week,To stay awake during work/study,Other,No,Neutral,Dangerous,Yes,4,Unfamiliar with the brand,Sky 9,Effectiveness,Wider range of flavors,Guarana,Yes,No,Other,Compact and portable cans,No,Below 50,Supermarkets,Sports/exercise
7856,110857,127887,2-3 times a month,To stay awake during work/study,To boost performance,No,Positive,Healthy,Yes,3,Health concerns,Blue Bull,Effectiveness,Reduced sugar content,Caffeine,Yes,Yes,TV commercials,Innovative bottle design,No,50-99,Online retailers,Studying/working late
7857,110858,127888,2-3 times a week,Before exercise,Increased energy and focus,No,Neutral,Effective,Yes,4,Unfamiliar with the brand,Cola-Coka,Taste/flavor preference,Healthier alternatives,Vitamins,Yes,Yes,TV commercials,Compact and portable cans,Yes,100-150,Local stores,Social outings/parties
7858,110859,127889,2-3 times a month,For mental alertness,To enhance sports performance,Yes,Neutral,Effective,Yes,5,Health concerns,Cola-Coka,Availability,Wider range of flavors,Caffeine,Yes,No,TV commercials,Innovative bottle design,Yes,50-99,Local stores,Other
7859,110860,127890,Rarely,To stay awake during work/study,Other,Yes,Positive,Healthy,Yes,3,Unfamiliar with the brand,Gangster,Brand reputation,Healthier alternatives,Guarana,No,Yes,Online ads,Compact and portable cans,No,Below 50,Supermarkets,Social outings/parties
7860,110861,127891,Rarely,For mental alertness,Increased energy and focus,Yes,Neutral,Effective,Yes,5,Health concerns,CodeX,Other,More natural ingredients,Caffeine,Yes,No,Outdoor billboards,Compact and portable cans,Yes,100-150,Local stores,Other
7861,110862,127892,Rarely,To stay awake during work/study,To combat fatigue,No,Neutral,Not sure,Yes,5,Other,Blue Bull,Taste/flavor preference,More natural ingredients,Caffeine,Yes,Yes,Other,Other,No,50-99,Supermarkets,Sports/exercise
7862,110863,127893,Daily,Before exercise,Other,Yes,Positive,Healthy,No,5,Unfamiliar with the brand,Gangster,Brand reputation,Wider range of flavors,Sugar,Yes,Yes,Outdoor billboards,Compact and portable cans,Not Sure,100-150,Supermarkets,Sports/exercise
7863,110864,127894,2-3 times a week,For mental alertness,Other,No,Positive,Effective,No,1,Other,Bepsi,Availability,Reduced sugar content,Sugar,Yes,Yes,Print media,Compact and portable cans,Yes,100-150,Supermarkets,Studying/working late
7864,110865,127895,Rarely,For mental alertness,To boost performance,No,Positive,Not sure,No,4,Health concerns,Sky 9,Taste/flavor preference,Wider range of flavors,Caffeine,Yes,No,Other,Innovative bottle design,Not Sure,50-99,Gyms and fitness centers,Other
